epoch,train_Acc,train_F1,train_Prec,train_Rec,train_Loss,val_Acc,val_F1,val_Prec,val_Rec,val_Loss
1,0.32581856846809387,0.32439738512039185,0.32442915439605713,0.32443246245384216,3.8736401576862756,0.35384616255760193,0.30334147810935974,0.34713202714920044,0.33947139978408813,3.231863335462717
2,0.3896940350532532,0.387781023979187,0.3885059952735901,0.38753432035446167,2.8525178134281406,0.4076923131942749,0.38051748275756836,0.43658941984176636,0.39722514152526855,2.482187525431315
3,0.41867953538894653,0.4160043001174927,0.41532742977142334,0.4172494411468506,2.596448166038935,0.39743590354919434,0.3820374011993408,0.4064710736274719,0.3945368826389313,2.0505412065065824
4,0.45947396755218506,0.457662433385849,0.45758843421936035,0.4577796459197998,2.142006408125242,0.4615384638309479,0.41265857219696045,0.47016483545303345,0.4438035190105438,2.1794827565168724
5,0.4610842764377594,0.4557981491088867,0.45518064498901367,0.458151638507843,2.140961789470556,0.4948717951774597,0.45264074206352234,0.4860953390598297,0.4790912866592407,1.8409057268729576
6,0.45732688903808594,0.4551125466823578,0.4555875062942505,0.454953134059906,1.997358615975577,0.47179487347602844,0.4289894104003906,0.4794098138809204,0.45798954367637634,1.760025313573006
7,0.4863123893737793,0.48339083790779114,0.4845053553581238,0.48277947306632996,1.8323739889291302,0.464102566242218,0.4411779046058655,0.4951549768447876,0.466480016708374,1.8840376982322107
8,0.47933441400527954,0.479708194732666,0.4795360863208771,0.4801750183105469,1.978099218889135,0.482051283121109,0.48236924409866333,0.5443422198295593,0.48914968967437744,1.7541674638405824
9,0.49329039454460144,0.4912831783294678,0.49179428815841675,0.4908978044986725,1.8411911094438242,0.5,0.4723726511001587,0.5088716745376587,0.4886416792869568,1.5512593413010622
10,0.4922168552875519,0.49009236693382263,0.4908931851387024,0.4900328814983368,1.7846503210400486,0.47179487347602844,0.4318201243877411,0.5680462121963501,0.47300344705581665,1.9213628817827273
11,0.5115405321121216,0.5103137493133545,0.5108965635299683,0.510271430015564,1.613910675464749,0.5025641322135925,0.45524099469184875,0.487397700548172,0.493691086769104,1.6530859594161693
12,0.517981767654419,0.5160489082336426,0.51607346534729,0.5161768794059753,1.5365442469500112,0.5179487466812134,0.4868347942829132,0.5123339295387268,0.5076154470443726,1.4763736547567905
13,0.5158346891403198,0.5139949321746826,0.5140420794487,0.5140302181243896,1.4529306961206487,0.5333333611488342,0.5274331569671631,0.5354601144790649,0.5299710631370544,1.3247202274126884
14,0.5432098507881165,0.5413174629211426,0.540772020816803,0.5422243475914001,1.4840215776661552,0.48974359035491943,0.4450105130672455,0.5720788240432739,0.48255419731140137,1.6864166394258158
15,0.5415995717048645,0.5394405722618103,0.5400320291519165,0.5392009615898132,1.4620683050513972,0.5666666626930237,0.5634925365447998,0.5662654638290405,0.5633774995803833,1.2766717709027804
16,0.5281803607940674,0.5263118743896484,0.526360034942627,0.5262851119041443,1.5391176252421421,0.5333333611488342,0.4967391788959503,0.5404486656188965,0.5142934918403625,1.443619974454244
17,0.5314009785652161,0.5273813605308533,0.5266664624214172,0.5286613702774048,1.4652367948653937,0.4871794879436493,0.44282108545303345,0.5235287547111511,0.4705811142921448,1.6763452210487464
18,0.5356951355934143,0.5348840355873108,0.5346754789352417,0.5354848504066467,1.4758592787380187,0.48974359035491943,0.4559491276741028,0.5275946259498596,0.48299700021743774,1.703376645155442
19,0.5507246255874634,0.5480576157569885,0.5490140914916992,0.5476061105728149,1.4658290355421815,0.5179487466812134,0.4537392556667328,0.5207276344299316,0.4935719966888428,1.5889940014252295
20,0.5560923218727112,0.5524952411651611,0.5519647598266602,0.5537908673286438,1.3439479948561868,0.5051282048225403,0.5020065903663635,0.5432310700416565,0.5105832815170288,1.543529072785989
21,0.5630702972412109,0.5602861642837524,0.5608159303665161,0.5601058006286621,1.3497406227001245,0.5076923370361328,0.4880099296569824,0.5514165759086609,0.5058688521385193,1.4961672220474636
22,0.5254964828491211,0.5244208574295044,0.5248837471008301,0.524019181728363,1.5073262845324498,0.5076923370361328,0.5021217465400696,0.5314204096794128,0.5081080794334412,1.4991224655738244
