epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,18842.3,1.33508,1.02717,0.02103,0.85317,0.88039,0.92131,0.52797,1.58031,0.67097,0.03188,0.0010826,0.0010826,0.0010826
141,18977.8,1.41338,1.06583,0.02401,0.95915,0.83838,0.93021,0.5126,1.54523,0.74984,0.03048,0.001076,0.001076,0.001076
142,19111.9,1.3245,1.02958,0.02215,0.92811,0.86869,0.92208,0.53151,1.47939,0.73651,0.02894,0.0010694,0.0010694,0.0010694
143,19244.2,1.37784,1.04924,0.02237,0.95195,0.86869,0.92785,0.52873,1.60626,0.64752,0.03249,0.0010628,0.0010628,0.0010628
144,19376.8,1.35358,1.0342,0.02234,0.94818,0.84848,0.93779,0.55154,1.40743,0.84507,0.02762,0.0010562,0.0010562,0.0010562
145,19508.9,1.35563,1.03467,0.02197,0.95124,0.86869,0.95296,0.57198,1.43319,0.63811,0.02801,0.0010496,0.0010496,0.0010496
146,19643,1.39404,0.9596,0.02273,0.88576,0.91919,0.95385,0.56625,1.42829,0.60528,0.02764,0.001043,0.001043,0.001043
147,19776.5,1.35748,1.00042,0.02117,0.85193,0.89899,0.92573,0.54061,1.52871,0.66917,0.02957,0.0010364,0.0010364,0.0010364
148,19910.1,1.35982,1.01934,0.02255,0.94302,0.88889,0.96053,0.5346,1.49128,0.62397,0.03004,0.0010298,0.0010298,0.0010298
149,20042.2,1.36012,0.99912,0.02122,0.9437,0.84652,0.93288,0.54841,1.50343,0.68176,0.02947,0.0010232,0.0010232,0.0010232
150,20173.1,1.37278,1.02985,0.02268,0.94186,0.82828,0.92301,0.5637,1.49698,0.73157,0.02958,0.0010166,0.0010166,0.0010166
151,20304.8,1.37275,1.04865,0.02226,0.90621,0.87879,0.92528,0.58583,1.37476,0.68768,0.02834,0.00101,0.00101,0.00101
152,20438.9,1.33053,1.04223,0.02207,0.95419,0.84162,0.90699,0.56071,1.46778,0.71756,0.02925,0.0010034,0.0010034,0.0010034
153,20572.1,1.36101,1.02907,0.02238,0.96867,0.82828,0.92883,0.56148,1.45134,0.7244,0.02808,0.0009968,0.0009968,0.0009968
154,20706.6,1.33396,1.03474,0.02243,0.92323,0.88889,0.9539,0.57929,1.38306,0.58248,0.0273,0.0009902,0.0009902,0.0009902
155,20840.3,1.37508,1.00405,0.0215,0.94634,0.82828,0.94236,0.60659,1.3705,0.55895,0.02813,0.0009836,0.0009836,0.0009836
156,20975.9,1.38371,1.06998,0.02258,0.96908,0.82828,0.94541,0.55858,1.43842,0.63325,0.02884,0.000977,0.000977,0.000977
157,21110.2,1.33823,1.02814,0.02144,0.97718,0.86495,0.94933,0.58244,1.44509,0.63001,0.02752,0.0009704,0.0009704,0.0009704
158,21254.2,1.32411,1.0007,0.02144,0.96736,0.86869,0.93896,0.59342,1.4332,0.6671,0.02892,0.0009638,0.0009638,0.0009638
159,21395,1.32673,1.00022,0.02157,0.94149,0.87879,0.93486,0.56966,1.44846,0.66408,0.02846,0.0009572,0.0009572,0.0009572
160,21530.1,1.34026,0.99941,0.02083,0.9141,0.84848,0.89858,0.53453,1.57602,0.65211,0.0313,0.0009506,0.0009506,0.0009506
161,21663.3,1.32217,1.00608,0.02221,0.88771,0.85859,0.90854,0.56791,1.46484,0.71642,0.02833,0.000944,0.000944,0.000944
162,21795.9,1.37258,0.96465,0.02218,0.86909,0.88889,0.92806,0.57638,1.37655,0.73103,0.02656,0.0009374,0.0009374,0.0009374
