epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,41859.4,0.51296,0.4234,1.0216,0.84906,0.78093,0.85676,0.6552,0.86132,0.98807,1.26709,0.000651875,0.000651875,0.000651875
147,42172.2,0.51544,0.42635,1.03253,0.83238,0.82903,0.87096,0.66811,0.88896,0.87706,1.30128,0.00064775,0.00064775,0.00064775
148,42497.3,0.49266,0.43258,1.00718,0.8419,0.82367,0.87309,0.68033,0.88399,0.88816,1.29382,0.000643625,0.000643625,0.000643625
149,42819.3,0.49986,0.41431,1.00853,0.82851,0.81878,0.8558,0.66539,0.90219,0.96976,1.30393,0.0006395,0.0006395,0.0006395
150,43118.2,0.49196,0.41903,1.00296,0.80694,0.8657,0.87313,0.67712,0.86817,0.84564,1.26786,0.000635375,0.000635375,0.000635375
151,43411.7,0.49505,0.42507,1.0159,0.82359,0.84457,0.88016,0.6794,0.87852,0.93998,1.30468,0.00063125,0.00063125,0.00063125
152,43693.9,0.50624,0.42181,1.02121,0.82978,0.82239,0.86244,0.66307,0.87032,0.9666,1.27221,0.000627125,0.000627125,0.000627125
153,43988.6,0.496,0.4042,1.01013,0.82593,0.82593,0.84749,0.65607,0.87885,1.01532,1.27803,0.000623,0.000623,0.000623
154,44273,0.48395,0.42225,1.0006,0.8385,0.8294,0.85362,0.66582,0.85677,1.12756,1.26931,0.000618875,0.000618875,0.000618875
155,44561.3,0.48193,0.41726,0.99726,0.81647,0.83416,0.87302,0.6766,0.87065,1.11812,1.31301,0.00061475,0.00061475,0.00061475
156,44847.4,0.47865,0.41321,1.00473,0.84266,0.84203,0.87707,0.67502,0.87981,0.99527,1.29373,0.000610625,0.000610625,0.000610625
157,45142.1,0.48063,0.40381,0.99555,0.84687,0.84164,0.88139,0.67922,0.87295,0.99993,1.29145,0.0006065,0.0006065,0.0006065
158,45427.4,0.48166,0.41793,0.99798,0.82088,0.81559,0.85815,0.66219,0.88713,1.10686,1.32112,0.000602375,0.000602375,0.000602375
159,45715.7,0.48453,0.40124,1.00098,0.81562,0.82756,0.86048,0.66272,0.87406,0.86332,1.30201,0.00059825,0.00059825,0.00059825
160,46003.5,0.46928,0.39712,0.99919,0.85723,0.79713,0.8498,0.65259,0.87158,0.91994,1.31081,0.000594125,0.000594125,0.000594125
161,46300.3,0.47005,0.40579,1.00159,0.82012,0.82717,0.85919,0.67005,0.85528,1.0863,1.28557,0.00059,0.00059,0.00059
162,46592.4,0.45838,0.40068,0.98436,0.85832,0.83017,0.87355,0.668,0.87045,0.90329,1.3148,0.000585875,0.000585875,0.000585875
163,46882.8,0.46452,0.39853,0.99836,0.82272,0.8189,0.85026,0.65992,0.87883,1.05385,1.3397,0.00058175,0.00058175,0.00058175
164,47171.9,0.47862,0.39957,1.00258,0.80903,0.81586,0.86254,0.67421,0.87203,0.9142,1.30077,0.000577625,0.000577625,0.000577625
165,47457.1,0.46146,0.39901,0.99456,0.83092,0.84099,0.86264,0.66055,0.89376,0.94346,1.33412,0.0005735,0.0005735,0.0005735
166,47740.6,0.45784,0.38645,0.97393,0.80294,0.84364,0.8486,0.65054,0.90954,1.06565,1.37784,0.000569375,0.000569375,0.000569375
167,48032.7,0.45652,0.38959,0.97854,0.84376,0.8278,0.87152,0.67541,0.88154,1.03342,1.32703,0.00056525,0.00056525,0.00056525
168,48319.3,0.46147,0.38842,0.98448,0.83905,0.83752,0.872,0.67924,0.87624,0.91492,1.3286,0.000561125,0.000561125,0.000561125
169,48606.3,0.45949,0.3811,0.98212,0.82811,0.79088,0.83778,0.64168,0.88433,0.98611,1.34528,0.000557,0.000557,0.000557
