epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,46959,0.39121,0.30348,0.01042,0.8388,0.80856,0.86355,0.65615,0.85785,1.03566,0.02232,0.00217837,0.000726125,0.00217837,0.000726125,0.00217837,0.000726125,0.00217837,0.000726125
129,47319.8,0.38599,0.29977,0.01012,0.83253,0.77129,0.83692,0.63424,0.85593,1.31151,0.02248,0.002166,0.000722,0.002166,0.000722,0.002166,0.000722,0.002166,0.000722
130,47679.4,0.37869,0.28215,0.01003,0.85258,0.78167,0.83745,0.63972,0.84007,1.14709,0.0219,0.00215363,0.000717875,0.00215363,0.000717875,0.00215363,0.000717875,0.00215363,0.000717875
131,48045.4,0.38032,0.28752,0.00993,0.85629,0.79759,0.85776,0.6511,0.84505,1.05182,0.02227,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375,0.00214125,0.00071375
132,48408,0.37759,0.28396,0.00991,0.85831,0.80905,0.85893,0.65351,0.85431,1.09986,0.02238,0.00212887,0.000709625,0.00212887,0.000709625,0.00212887,0.000709625,0.00212887,0.000709625
133,48775.9,0.39154,0.28829,0.01038,0.86724,0.76618,0.85535,0.64334,0.86014,1.13124,0.02257,0.0021165,0.0007055,0.0021165,0.0007055,0.0021165,0.0007055,0.0021165,0.0007055
134,49136.6,0.37931,0.28913,0.00983,0.87151,0.74177,0.84498,0.64081,0.8464,1.24177,0.02212,0.00210412,0.000701375,0.00210412,0.000701375,0.00210412,0.000701375,0.00210412,0.000701375
135,49502.3,0.37352,0.28741,0.00975,0.88008,0.75602,0.84651,0.63758,0.87132,1.31817,0.02318,0.00209175,0.00069725,0.00209175,0.00069725,0.00209175,0.00069725,0.00209175,0.00069725
136,49865.8,0.36491,0.27402,0.00957,0.8504,0.79016,0.83377,0.6277,0.84931,1.27289,0.02232,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125,0.00207938,0.000693125
137,50229.8,0.36907,0.28316,0.00964,0.83232,0.79087,0.84038,0.64428,0.85677,1.46638,0.02267,0.002067,0.000689,0.002067,0.000689,0.002067,0.000689,0.002067,0.000689
138,50600,0.36756,0.2727,0.00959,0.85159,0.82908,0.85251,0.64894,0.83535,1.18873,0.02177,0.00205463,0.000684875,0.00205463,0.000684875,0.00205463,0.000684875,0.00205463,0.000684875
139,50966.2,0.3692,0.26928,0.00979,0.84367,0.82859,0.85719,0.63989,0.86527,1.16091,0.02287,0.00204225,0.00068075,0.00204225,0.00068075,0.00204225,0.00068075,0.00204225,0.00068075
140,51328.8,0.35812,0.27583,0.00928,0.80882,0.81506,0.8387,0.64305,0.82813,1.26669,0.02152,0.00202987,0.000676625,0.00202987,0.000676625,0.00202987,0.000676625,0.00202987,0.000676625
141,51690.5,0.37454,0.28587,0.00966,0.83,0.78878,0.83448,0.62915,0.85255,1.30022,0.02228,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725,0.0020175,0.0006725
142,52053,0.36644,0.26781,0.00946,0.83395,0.83353,0.85494,0.64876,0.86754,1.27981,0.02272,0.00200512,0.000668375,0.00200512,0.000668375,0.00200512,0.000668375,0.00200512,0.000668375
143,52423.1,0.36258,0.2736,0.00926,0.8178,0.82209,0.85818,0.64451,0.86672,1.13497,0.0227,0.00199275,0.00066425,0.00199275,0.00066425,0.00199275,0.00066425,0.00199275,0.00066425
144,52782.3,0.36068,0.265,0.00945,0.82494,0.82325,0.85558,0.64349,0.87466,1.15114,0.02305,0.00198037,0.000660125,0.00198037,0.000660125,0.00198037,0.000660125,0.00198037,0.000660125
145,53151.5,0.3606,0.26848,0.00939,0.82206,0.8614,0.87559,0.66513,0.84481,1.13523,0.02206,0.001968,0.000656,0.001968,0.000656,0.001968,0.000656,0.001968,0.000656
146,53518.4,0.36339,0.26729,0.00944,0.84728,0.81762,0.85544,0.64887,0.83912,1.30233,0.02195,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875,0.00195562,0.000651875
147,53882.2,0.36122,0.27492,0.00939,0.83567,0.79697,0.85041,0.64622,0.84754,1.31338,0.02221,0.00194325,0.00064775,0.00194325,0.00064775,0.00194325,0.00064775,0.00194325,0.00064775
148,54246.4,0.36231,0.27472,0.00954,0.83229,0.78799,0.83994,0.63929,0.85461,1.28917,0.02248,0.00193088,0.000643625,0.00193088,0.000643625,0.00193088,0.000643625,0.00193088,0.000643625
149,54613.9,0.35527,0.27478,0.00932,0.8104,0.83562,0.85508,0.65148,0.84404,1.29705,0.022,0.0019185,0.0006395,0.0019185,0.0006395,0.0019185,0.0006395,0.0019185,0.0006395
150,54977.3,0.34887,0.26645,0.00896,0.82196,0.79748,0.84599,0.63483,0.86127,1.20177,0.02256,0.00190613,0.000635375,0.00190613,0.000635375,0.00190613,0.000635375,0.00190613,0.000635375
151,55342,0.35544,0.27521,0.00921,0.80599,0.84256,0.85912,0.65021,0.85786,1.18043,0.02255,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125,0.00189375,0.00063125
152,55705.3,0.35244,0.26905,0.00911,0.86699,0.79412,0.86486,0.65511,0.84,1.2353,0.02196,0.00188138,0.000627125,0.00188138,0.000627125,0.00188138,0.000627125,0.00188138,0.000627125
153,56073,0.35175,0.27729,0.00912,0.82687,0.81231,0.84583,0.6482,0.84725,1.23298,0.02226,0.001869,0.000623,0.001869,0.000623,0.001869,0.000623,0.001869,0.000623
154,56433.7,0.35704,0.26183,0.00932,0.83391,0.80841,0.841,0.63778,0.85202,1.30444,0.02245,0.00185662,0.000618875,0.00185662,0.000618875,0.00185662,0.000618875,0.00185662,0.000618875
155,56796,0.35522,0.26456,0.00941,0.82253,0.81215,0.83346,0.64034,0.83812,1.36093,0.02202,0.00184425,0.00061475,0.00184425,0.00061475,0.00184425,0.00061475,0.00184425,0.00061475
156,57156.5,0.34882,0.25903,0.0092,0.85711,0.79645,0.85477,0.64069,0.84549,1.23295,0.02221,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625,0.00183187,0.000610625
157,57526.3,0.35315,0.26613,0.00916,0.8499,0.8231,0.86167,0.64928,0.83899,1.14652,0.02203,0.0018195,0.0006065,0.0018195,0.0006065,0.0018195,0.0006065,0.0018195,0.0006065
158,57888.8,0.3425,0.26497,0.0089,0.87117,0.77974,0.84323,0.62588,0.8441,1.31245,0.02229,0.00180712,0.000602375,0.00180712,0.000602375,0.00180712,0.000602375,0.00180712,0.000602375
159,58261.5,0.35066,0.26063,0.00914,0.85991,0.7938,0.85028,0.6428,0.85265,1.23958,0.02246,0.00179475,0.00059825,0.00179475,0.00059825,0.00179475,0.00059825,0.00179475,0.00059825
160,58618.7,0.34847,0.26298,0.00904,0.84367,0.80248,0.85378,0.65225,0.85895,1.08933,0.02265,0.00178237,0.000594125,0.00178237,0.000594125,0.00178237,0.000594125,0.00178237,0.000594125
161,58984.8,0.33648,0.26413,0.00889,0.83183,0.79776,0.85202,0.64802,0.83743,1.17195,0.02194,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059,0.00177,0.00059
162,59348.1,0.34092,0.25797,0.00888,0.84732,0.81349,0.86374,0.64652,0.84818,1.19327,0.02235,0.00175763,0.000585875,0.00175763,0.000585875,0.00175763,0.000585875,0.00175763,0.000585875
163,59708.8,0.34074,0.27253,0.00896,0.81727,0.80782,0.83595,0.63024,0.85928,1.1366,0.02267,0.00174525,0.00058175,0.00174525,0.00058175,0.00174525,0.00058175,0.00174525,0.00058175
164,60072.5,0.33698,0.25578,0.00883,0.8187,0.81929,0.84202,0.63077,0.87082,1.20303,0.02301,0.00173288,0.000577625,0.00173288,0.000577625,0.00173288,0.000577625,0.00173288,0.000577625
165,60436.3,0.33763,0.24769,0.00873,0.84225,0.81586,0.84142,0.63353,0.86223,1.22973,0.0229,0.0017205,0.0005735,0.0017205,0.0005735,0.0017205,0.0005735,0.0017205,0.0005735
166,60805.9,0.33887,0.24646,0.0089,0.83405,0.82708,0.85609,0.64629,0.83724,1.23026,0.02216,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375,0.00170812,0.000569375
167,61166.5,0.32789,0.24925,0.00849,0.81529,0.81782,0.85276,0.65074,0.83993,1.20279,0.02197,0.00169575,0.00056525,0.00169575,0.00056525,0.00169575,0.00056525,0.00169575,0.00056525
168,61529.2,0.34009,0.24953,0.00873,0.83925,0.80603,0.84867,0.64035,0.85611,1.24319,0.02261,0.00168337,0.000561125,0.00168337,0.000561125,0.00168337,0.000561125,0.00168337,0.000561125
169,61894.4,0.32409,0.25151,0.00844,0.84357,0.8032,0.84493,0.63762,0.8426,1.19211,0.02214,0.001671,0.000557,0.001671,0.000557,0.001671,0.000557,0.001671,0.000557
170,62260.6,0.32664,0.25228,0.00855,0.84106,0.79505,0.84048,0.63904,0.84685,1.30813,0.02227,0.00165862,0.000552875,0.00165862,0.000552875,0.00165862,0.000552875,0.00165862,0.000552875
171,62628.5,0.33153,0.25463,0.00867,0.84188,0.77449,0.84051,0.64048,0.8582,1.18809,0.02255,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875,0.00164625,0.00054875
172,62990.1,0.3307,0.24457,0.00861,0.83914,0.81827,0.85947,0.65421,0.84601,1.19284,0.02223,0.00163388,0.000544625,0.00163388,0.000544625,0.00163388,0.000544625,0.00163388,0.000544625
173,63354.8,0.33777,0.26145,0.00886,0.81226,0.83396,0.85138,0.64437,0.83861,1.1596,0.02201,0.0016215,0.0005405,0.0016215,0.0005405,0.0016215,0.0005405,0.0016215,0.0005405
174,63694,0.32916,0.24832,0.00859,0.85374,0.79222,0.84961,0.64969,0.83631,1.13906,0.02182,0.00160913,0.000536375,0.00160913,0.000536375,0.00160913,0.000536375,0.00160913,0.000536375
175,64033.6,0.32644,0.26424,0.00842,0.84956,0.79312,0.84895,0.64198,0.8544,1.12705,0.0225,0.00159675,0.00053225,0.00159675,0.00053225,0.00159675,0.00053225,0.00159675,0.00053225
176,64376.9,0.31843,0.25637,0.00834,0.83823,0.81957,0.85636,0.6319,0.8516,1.1048,0.0224,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125,0.00158437,0.000528125
177,64726.3,0.32261,0.24631,0.00836,0.83582,0.80296,0.86616,0.64047,0.8785,1.08905,0.0232,0.001572,0.000524,0.001572,0.000524,0.001572,0.000524,0.001572,0.000524
178,65062.8,0.3198,0.26556,0.00823,0.85592,0.78882,0.85082,0.6262,0.8741,1.1884,0.02297,0.00155963,0.000519875,0.00155963,0.000519875,0.00155963,0.000519875,0.00155963,0.000519875
179,65398.8,0.32288,0.25243,0.00854,0.84803,0.79612,0.84967,0.64103,0.83986,1.30192,0.02194,0.00154725,0.00051575,0.00154725,0.00051575,0.00154725,0.00051575,0.00154725,0.00051575
180,65743.6,0.32608,0.25145,0.00839,0.85901,0.77941,0.84123,0.63177,0.86743,1.281,0.02292,0.00153487,0.000511625,0.00153487,0.000511625,0.00153487,0.000511625,0.00153487,0.000511625
181,66097.4,0.31955,0.24762,0.00855,0.85648,0.7997,0.846,0.63829,0.86572,1.22096,0.02281,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075,0.0015225,0.0005075
182,66455.5,0.31346,0.25198,0.00822,0.80509,0.82239,0.85477,0.63493,0.86235,1.17381,0.02281,0.00151012,0.000503375,0.00151012,0.000503375,0.00151012,0.000503375,0.00151012,0.000503375
183,66824.7,0.31489,0.25152,0.00813,0.80489,0.83778,0.85269,0.63976,0.8551,1.13777,0.02242,0.00149775,0.00049925,0.00149775,0.00049925,0.00149775,0.00049925,0.00149775,0.00049925
184,67173.6,0.31831,0.24373,0.0083,0.83599,0.8215,0.85407,0.638,0.87333,1.15259,0.02307,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125,0.00148537,0.000495125
185,67516.5,0.30943,0.25295,0.00776,0.83195,0.81655,0.85425,0.6394,0.86484,1.24879,0.0229,0.001473,0.000491,0.001473,0.000491,0.001473,0.000491,0.001473,0.000491
186,67860.7,0.30579,0.24538,0.00792,0.86365,0.79751,0.85112,0.64111,0.8505,1.26117,0.02245,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875,0.00146062,0.000486875
187,68201,0.31853,0.23572,0.00811,0.84148,0.78832,0.83551,0.6246,0.86376,1.34323,0.02286,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275,0.00144825,0.00048275
188,68533.7,0.30476,0.23789,0.00795,0.84972,0.80032,0.82966,0.62727,0.8472,1.35459,0.02224,0.00143588,0.000478625,0.00143588,0.000478625,0.00143588,0.000478625,0.00143588,0.000478625
189,68876.1,0.30689,0.2524,0.00785,0.83008,0.80027,0.84801,0.63218,0.87059,1.29167,0.02299,0.0014235,0.0004745,0.0014235,0.0004745,0.0014235,0.0004745,0.0014235,0.0004745
190,69212.4,0.30956,0.23401,0.00815,0.81068,0.82213,0.85488,0.63882,0.86551,1.26045,0.02277,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375,0.00141113,0.000470375
191,69553.2,0.3098,0.2444,0.00787,0.80264,0.84637,0.8487,0.63465,0.86912,1.24442,0.02301,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625,0.00139875,0.00046625
192,69970.6,0.30616,0.24866,0.00786,0.81163,0.82302,0.85045,0.63554,0.8647,1.19645,0.02278,0.00138637,0.000462125,0.00138637,0.000462125,0.00138637,0.000462125,0.00138637,0.000462125
193,70361.1,0.30813,0.23803,0.00788,0.85519,0.77784,0.85253,0.63862,0.86382,1.17821,0.02296,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458,0.001374,0.000458
194,70710.3,0.30754,0.23299,0.00784,0.84681,0.76842,0.83866,0.63243,0.87484,1.19611,0.02323,0.00136162,0.000453875,0.00136162,0.000453875,0.00136162,0.000453875,0.00136162,0.000453875
195,71235.6,0.30612,0.2453,0.00787,0.87053,0.77052,0.84921,0.62841,0.87023,1.23787,0.02306,0.00134925,0.00044975,0.00134925,0.00044975,0.00134925,0.00044975,0.00134925,0.00044975
