epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
175,66582.4,0.53416,0.30493,0.01449,0.9819,0.97366,0.99289,0.785,0.7873,0.32213,0.02069,0.0008516,0.0008516,0.0008516
176,66958,0.55604,0.30664,0.01502,0.98693,0.96809,0.99245,0.7774,0.79833,0.32032,0.02122,0.000845,0.000845,0.000845
177,67334.8,0.53484,0.30521,0.01439,0.9783,0.9641,0.99271,0.78232,0.78181,0.325,0.02087,0.0008384,0.0008384,0.0008384
178,67710.8,0.52135,0.29687,0.01396,0.98167,0.97692,0.99271,0.77827,0.79926,0.31815,0.02119,0.0008318,0.0008318,0.0008318
179,68089.2,0.52747,0.29616,0.01446,0.97672,0.96821,0.99216,0.7793,0.81024,0.31695,0.02171,0.0008252,0.0008252,0.0008252
180,68465.9,0.52539,0.30296,0.01429,0.98165,0.9601,0.99312,0.78482,0.79482,0.32366,0.02132,0.0008186,0.0008186,0.0008186
181,68842.3,0.52386,0.30362,0.01417,0.99205,0.96037,0.99334,0.78699,0.8068,0.32561,0.02118,0.000812,0.000812,0.000812
182,69218.8,0.53214,0.29254,0.01459,0.98606,0.96667,0.99287,0.78724,0.79504,0.32406,0.02098,0.0008054,0.0008054,0.0008054
183,69596.6,0.52494,0.29826,0.01457,0.98691,0.96622,0.99353,0.79732,0.78528,0.31574,0.02065,0.0007988,0.0007988,0.0007988
184,69971.8,0.51915,0.29799,0.014,0.97693,0.97725,0.99284,0.77964,0.79031,0.35451,0.02083,0.0007922,0.0007922,0.0007922
185,70347,0.52759,0.29478,0.01439,0.98185,0.97086,0.99216,0.78768,0.78419,0.3215,0.02067,0.0007856,0.0007856,0.0007856
186,70721.8,0.52946,0.29015,0.01431,0.97474,0.97692,0.99189,0.78171,0.81315,0.32035,0.02132,0.000779,0.000779,0.000779
187,71094.8,0.50036,0.28635,0.01333,0.97434,0.97949,0.99233,0.78949,0.80204,0.31533,0.02117,0.0007724,0.0007724,0.0007724
188,71468.9,0.49966,0.29671,0.01342,0.97573,0.98205,0.99218,0.78453,0.81039,0.34271,0.02135,0.0007658,0.0007658,0.0007658
189,71843.1,0.49207,0.28581,0.01338,0.98188,0.97267,0.99207,0.78233,0.79801,0.33741,0.02103,0.0007592,0.0007592,0.0007592
190,72220.1,0.5163,0.2924,0.01405,0.98189,0.97336,0.99223,0.7779,0.81696,0.34886,0.02173,0.0007526,0.0007526,0.0007526
191,72596.7,0.50941,0.27785,0.01382,0.97939,0.97496,0.9926,0.78261,0.81137,0.33059,0.02167,0.000746,0.000746,0.000746
192,72970.1,0.48642,0.27489,0.01288,0.98412,0.97949,0.99284,0.78445,0.81034,0.32643,0.0215,0.0007394,0.0007394,0.0007394
193,73342.8,0.48287,0.27837,0.01327,0.9845,0.97692,0.99234,0.77794,0.79704,0.34418,0.02107,0.0007328,0.0007328,0.0007328
194,73717.7,0.49967,0.282,0.01349,0.97682,0.97247,0.99106,0.77285,0.81209,0.34383,0.02161,0.0007262,0.0007262,0.0007262
195,74090.4,0.49413,0.2818,0.01346,0.98595,0.97949,0.99327,0.77891,0.81119,0.33863,0.02151,0.0007196,0.0007196,0.0007196
196,74463.3,0.49372,0.27073,0.01331,0.99214,0.97051,0.99378,0.77597,0.80168,0.35211,0.02133,0.000713,0.000713,0.000713
197,74839.5,0.48471,0.27226,0.01296,0.97933,0.97166,0.99234,0.78151,0.82585,0.33916,0.02189,0.0007064,0.0007064,0.0007064
198,75215.9,0.49136,0.28566,0.01318,0.98353,0.98205,0.99227,0.77968,0.81872,0.34842,0.02178,0.0006998,0.0006998,0.0006998
199,75592.8,0.47263,0.2849,0.01261,0.98173,0.96429,0.99166,0.78849,0.79451,0.34144,0.02109,0.0006932,0.0006932,0.0006932
200,75967.4,0.47574,0.27308,0.01261,0.9801,0.96667,0.9916,0.78354,0.79655,0.3447,0.0211,0.0006866,0.0006866,0.0006866
201,76341.8,0.4785,0.2811,0.01275,0.97895,0.97949,0.9921,0.77673,0.82072,0.34611,0.02175,0.00068,0.00068,0.00068
