epoch,train_accuracy_score,train_loss,train_precision_score,train_recall_score,train_f1_score,valid_accuracy_score,valid_loss,valid_precision_score,valid_recall_score,valid_f1_score
14,0.6049382716049383,0.9480944763443129,0.6035306367421686,0.6049382716049383,0.6032658433447354,0.6102564102564103,0.9073126481129573,0.6634866573356804,0.6102564102564103,0.6095091908984626
15,0.6022544283413849,0.942437119849958,0.6014313641957023,0.6022544283413849,0.6018092342772261,0.5846153846153846,0.9597905681683467,0.6186038657574477,0.5846153846153846,0.588969761624165
16,0.6006441223832528,0.9401154827508501,0.5984011499821804,0.6006441223832528,0.5989653192349739,0.6153846153846154,0.9205818543067346,0.628752712804437,0.6153846153846154,0.6117068168684415
17,0.5995705850778315,0.9416216846697444,0.597429133069507,0.5995705850778315,0.5977586841872776,0.6282051282051282,0.8914001409824078,0.663168780384681,0.6282051282051282,0.6291909816809215
18,0.6033279656468062,0.9593270256259527,0.6019964336193054,0.6033279656468062,0.6021835644006703,0.6384615384615384,0.8514242688814799,0.6537351080849332,0.6384615384615384,0.6415926591319009
19,0.5877616747181964,0.9757820678473926,0.5873004869906518,0.5877616747181964,0.5874712649200553,0.5897435897435898,0.9162509450545677,0.6060803272361279,0.5897435897435898,0.5832645131072016
20,0.6076221148684917,0.9241835195021288,0.6066947486856731,0.6076221148684917,0.606825212546053,0.6256410256410256,0.8506354613181872,0.6330749374681414,0.6256410256410256,0.6194761052683785
21,0.6027911969940956,0.9627438473624692,0.6005553674550435,0.6027911969940956,0.6005917104342222,0.5794871794871795,0.9080765601916191,0.5889983610631384,0.5794871794871795,0.5820078002225108
22,0.6097691894793345,0.941452980329449,0.6074248597789744,0.6097691894793345,0.608153196929836,0.6512820512820513,0.8967738567254482,0.6862535652753043,0.6512820512820513,0.6562093576503946
23,0.6103059581320451,0.9177951862014754,0.608971827120045,0.6103059581320451,0.6095103482895827,0.6256410256410256,0.8807336180638045,0.6359231410352819,0.6256410256410256,0.6232263644553698
24,0.6194310252281267,0.9215243077060579,0.6199042247377042,0.6194310252281267,0.6196204643266696,0.6051282051282051,0.8911944982333061,0.6210487973319244,0.6051282051282051,0.6089351435200943
25,0.5936661298980139,0.9609271753109467,0.5909087348886403,0.5936661298980139,0.5916459205291605,0.6153846153846154,0.9082407367535127,0.649210026344869,0.6153846153846154,0.6158440306381319
26,0.6167471819645732,0.9403304161080992,0.6155572674174807,0.6167471819645732,0.6153813562726151,0.6,0.887150774246607,0.6377340640209109,0.6,0.6082303453081593
27,0.6178207192699946,0.9180285341625756,0.6152980098723341,0.6178207192699946,0.6158019920057468,0.6435897435897436,0.8607019057640662,0.6595318733982701,0.6435897435897436,0.6448724556061322
28,0.6119162640901772,0.9151228330369541,0.6110751988758143,0.6119162640901772,0.611281987921086,0.6076923076923076,0.8940148161007808,0.6167121239084802,0.6076923076923076,0.6053104305322433
29,0.6103059581320451,0.9289908330093707,0.6083127851385207,0.6103059581320451,0.6090445221400378,0.6358974358974359,0.8776812125474979,0.6326038206807437,0.6358974358974359,0.6333269647025862
30,0.6151368760064412,0.9455089481748437,0.6141990155946594,0.6151368760064412,0.6142592585078407,0.6384615384615384,0.855781006354552,0.6539852105671907,0.6384615384615384,0.6426652849096812
31,0.6086956521739131,0.9632052246179238,0.607077466466737,0.6086956521739131,0.6074100938219594,0.5923076923076923,0.8844892997008104,0.5970874888351524,0.5923076923076923,0.5815902866342688
32,0.5899087493290391,0.9930610714967189,0.5882764504317084,0.5899087493290391,0.5888573052186604,0.6051282051282051,0.8992943760676262,0.6016062418286032,0.6051282051282051,0.5990328585446479
33,0.6124530327428879,0.9371533339790165,0.6107120524869134,0.6124530327428879,0.6113734751989532,0.6076923076923076,0.8862491384530679,0.6321302573325954,0.6076923076923076,0.6054333492814795
34,0.618894256575416,0.9258274243073763,0.6194140820515642,0.618894256575416,0.6187725395050091,0.6128205128205129,0.897565758228302,0.6416395609499058,0.6128205128205129,0.6124405673968306
